DAY,SO2,O3,CO,NO,NO2,BEN
1-Jan-18,13,19,3.3,243,67,14.11
2-Jan-18,10,16,1.8,156,77,7.33
3-Jan-18,10,16,1.8,144,75,6.77
4-Jan-18,9,16,1.4,113,71,5.50
5-Jan-18,15,17,2.6,203,91,9.55
6-Jan-18,11,18,2.6,212,81,11.07
7-Jan-18,9,17,2.3,170,69,9.09
8-Jan-18,8,16,2.3,175,69,9.66
9-Jan-18,7,20,1.1,71,57,3.98
10-Jan-18,6,21,1.0,62,56,3.69
11-Jan-18,9,16,1.9,161,67,7.26
12-Jan-18,9,17,1.5,115,70,5.76
13-Jan-18,6,20,0.8,36,57,2.36
14-Jan-18,5,26,0.5,15,44,1.35
15-Jan-18,7,17,1.9,125,70,6.93
16-Jan-18,9,22,2.4,181,82,9.87
17-Jan-18,11,25,2.0,159,90,7.70
18-Jan-18,7,31,0.9,51,74,3.02
19-Jan-18,11,32,2.0,169,95,7.38
20-Jan-18,9,33,1.8,138,83,7.00
21-Jan-18,7,31,1.1,89,78,3.22
22-Jan-18,9,26,1.1,73,71,3.81
23-Jan-18,7,41,1.0,54,67,3.31
24-Jan-18,5,58,0.5,12,54,1.44
25-Jan-18,6,0,0.8,40,66,2.68
26-Jan-18,7,0,1.1,69,79,3.67
27-Jan-18,6,0,1.1,63,73,3.81
28-Jan-18,10,0,2.0,162,82,7.71
29-Jan-18,18,0,3.7,290,90,14.57
30-Jan-18,15,0,3.4,274,87,14.20
31-Jan-18,16,0,3.9,315,101,15.79
1-Feb-18,13,0,2.7,201,93,11.04
2-Feb-18,9,0,1.7,121,79,6.83
3-Feb-18,6,0,0.7,31,58,1.90
4-Feb-18,8,0,1.0,62,68,3.18
5-Feb-18,7,18,1.6,93,59,4.87
6-Feb-18,7,17,1.3,49,62,3.17
7-Feb-18,8,8,2.1,108,80,6.56
8-Feb-18,9,4,2.1,127,94,6.66
9-Feb-18,11,4,2.2,139,97,7.05
10-Feb-18,7,19,1.0,29,48,2.17
11-Feb-18,11,7,1.4,67,75,3.32
12-Feb-18,16,3,1.8,124,95,6.36
13-Feb-18,17,3,1.4,93,95,5.24
14-Feb-18,16,5,1.4,106,86,5.33
15-Feb-18,14,9,1.0,71,67,4.25
16-Feb-18,10,3,1.3,110,74,5.38
17-Feb-18,7,7,1.3,94,67,5.26
18-Feb-18,9,3,1.3,95,79,5.72
19-Feb-18,6,13,0.7,27,47,2.85
20-Feb-18,4,12,0.7,35,48,2.78
21-Feb-18,7,7,1.3,85,58,5.13
22-Feb-18,10,2,1.8,125,76,7.58
23-Feb-18,8,5,1.1,58,62,4.48
24-Feb-18,7,7,1.1,76,62,4.68
25-Feb-18,5,18,0.5,23,33,2.00
26-Feb-18,6,12,1.1,71,64,4.34
27-Feb-18,9,4,1.4,95,76,5.97
28-Feb-18,8,6,1.1,82,79,3.44
1-Mar-18,8,4,1.3,84,85,3.25
2-Mar-18,6,9,1.1,50,66,3.06
3-Mar-18,14,2,1.7,117,77,7.23
4-Mar-18,15,2,1.5,114,77,6.36
5-Mar-18,10,12,1.0,60,47,4.30
6-Mar-18,8,5,1.1,57,69,4.57
7-Mar-18,8,4,1.3,96,79,5.83
8-Mar-18,8,3,1.1,69,87,4.66
9-Mar-18,11,2,1.5,117,95,6.32
10-Mar-18,11,1,1.6,120,92,7.03
11-Mar-18,10,1,1.4,102,91,6.20
12-Mar-18,10,2,1.4,104,83,6.31
13-Mar-18,7,2,1.0,65,80,4.34
14-Mar-18,7,1,1.1,90,82,5.26
15-Mar-18,7,1,1.2,99,85,5.64
16-Mar-18,9,1,1.6,142,90,7.65
17-Mar-18,9,4,1.2,96,79,6.03
18-Mar-18,7,7,0.7,58,66,3.51
19-Mar-18,7,3,1.0,75,81,4.53
20-Mar-18,7,2,1.1,83,83,5.08
21-Mar-18,7,2,1.0,78,79,5.07
22-Mar-18,5,20,0.3,11,48,1.42
23-Mar-18,6,2,1.0,71,85,6.01
24-Mar-18,6,2,0.8,55,86,3.94
25-Mar-18,5,12,0.6,39,68,2.65
26-Mar-18,5,9,0.9,60,76,3.48
27-Mar-18,9,5,1.4,108,92,0.00
28-Mar-18,9,9,0.9,69,74,4.27
29-Mar-18,6,10,1.1,64,83,5.27
30-Mar-18,10,4,1.6,106,109,7.96
31-Mar-18,10,4,1.3,96,88,7.10
1-Apr-18,7,19,0.4,25,58,2.25
2-Apr-18,8,10,1.0,72,89,5.28
3-Apr-18,9,6,1.6,121,97,8.04
4-Apr-18,15,2,1.6,122,111,8.82
5-Apr-18,17,2,1.8,140,114,9.06
6-Apr-18,13,23,0.6,36,68,3.13
7-Apr-18,6,23,0.5,29,56,2.72
8-Apr-18,4,45,0.2,9,36,1.29
9-Apr-18,3,39,0.4,19,57,1.92
10-Apr-18,10,5,1.2,89,102,6.01
11-Apr-18,14,3,1.7,144,105,8.77
12-Apr-18,14,2,1.7,133,107,8.77
13-Apr-18,15,2,1.8,133,107,8.94
14-Apr-18,16,5,1.5,96,104,7.60
15-Apr-18,11,30,0.4,16,57,2.39
16-Apr-18,10,13,1.1,70,83,5.50
17-Apr-18,15,4,1.4,100,99,7.23
18-Apr-18,12,10,1.4,95,93,7.10
19-Apr-18,9,12,0.9,53,82,4.08
20-Apr-18,11,18,0.9,68,72,5.38
21-Apr-18,4,32,0.4,18,53,1.97
22-Apr-18,10,8,1.0,72,103,5.25
23-Apr-18,14,3,1.7,123,113,8.63
24-Apr-18,18,2,1.9,136,124,9.58
25-Apr-18,18,2,1.9,148,124,10.31
26-Apr-18,18,2,1.9,142,127,10.15
27-Apr-18,20,2,1.9,136,127,10.50
28-Apr-18,11,46,0.4,14,52,2.13
29-Apr-18,9,20,0.6,27,81,3.14
30-Apr-18,10,11,0.8,47,77,3.29
1-May-18,11,9,0.8,48,80,0.00
2-May-18,14,6,1.5,98,105,7.93
3-May-18,11,31,0.7,37,67,3.87
4-May-18,14,5,1.7,98,109,7.81
5-May-18,14,5,1.1,67,88,0.00
6-May-18,10,10,0.6,44,62,0.00
7-May-18,8,6,1.0,66,67,6.88
8-May-18,12,2,1.8,118,89,9.24
9-May-18,14,2,1.7,117,88,8.67
10-May-18,14,2,1.4,100,87,7.32
11-May-18,11,9,1.1,71,73,5.42
12-May-18,8,18,0.6,31,60,0.00
13-May-18,9,7,1.0,60,93,0.00
14-May-18,11,3,1.5,92,90,7.93
15-May-18,14,2,1.6,112,91,8.37
16-May-18,15,2,1.8,132,91,9.22
17-May-18,16,2,1.6,118,94,8.45
18-May-18,16,1,1.6,123,84,8.52
19-May-18,14,7,1.2,78,78,6.38
20-May-18,10,11,0.6,37,60,3.87
21-May-18,7,27,0.4,13,47,0.00
22-May-18,8,13,0.9,51,87,3.97
23-May-18,9,12,1.1,63,85,5.60
24-May-18,13,3,1.5,105,89,7.21
25-May-18,11,8,1.0,56,74,5.31
26-May-18,8,19,0.5,17,70,2.88
27-May-18,6,25,0.2,8,41,0.00
28-May-18,5,28,0.3,14,38,0.00
29-May-18,5,28,0.4,15,51,1.91
30-May-18,6,19,0.7,36,66,3.55
31-May-18,6,23,0.6,27,66,3.44
1-Jun-18,9,13,1.0,64,88,5.09
2-Jun-18,7,27,0.6,33,71,3.52
3-Jun-18,9,5,1.1,62,103,5.41
4-Jun-18,13,2,1.5,103,114,8.78
5-Jun-18,17,2,1.6,119,109,9.12
6-Jun-18,16,2,1.5,122,95,8.18
7-Jun-18,17,3,1.4,90,85,7.20
8-Jun-18,15,3,1.5,85,98,7.88
9-Jun-18,16,3,1.3,79,95,6.37
10-Jun-18,14,6,0.9,54,75,4.20
11-Jun-18,11,11,0.9,37,77,4.34
12-Jun-18,12,14,1.1,55,83,5.04
13-Jun-18,17,5,1.7,76,105,9.05
14-Jun-18,18,6,1.7,73,90,8.51
15-Jun-18,15,10,1.0,55,70,4.56
16-Jun-18,9,10,0.7,34,55,3.34
17-Jun-18,10,8,1.0,62,61,4.81
18-Jun-18,13,6,1.7,101,83,7.37
19-Jun-18,13,19,1.1,51,69,2.87
20-Jun-18,10,34,0.9,35,70,0.00
21-Jun-18,11,18,1.4,66,92,7.59
22-Jun-18,15,4,1.6,92,103,7.78
23-Jun-18,13,15,1.0,54,77,4.99
24-Jun-18,9,32,0.5,20,40,0.00
25-Jun-18,7,41,0.6,25,43,2.80
26-Jun-18,5,40,0.5,17,39,3.05
27-Jun-18,4,21,0.9,43,49,4.94
28-Jun-18,7,4,1.4,76,82,6.49
29-Jun-18,8,6,1.3,70,87,6.26
30-Jun-18,9,12,1.1,55,87,4.94
1-Jul-18,8,12,1.1,53,79,4.69
2-Jul-18,10,4,1.6,96,116,8.45
3-Jul-18,13,3,1.6,90,128,1.90
4-Jul-18,10,9,1.4,77,114,8.63
5-Jul-18,10,3,1.4,84,101,7.54
6-Jul-18,12,1,1.5,87,100,8.90
7-Jul-18,10,3,1.2,61,100,5.32
8-Jul-18,7,10,0.7,17,61,0.00
9-Jul-18,8,6,1.3,70,93,6.13
10-Jul-18,8,6,1.3,64,84,6.50
11-Jul-18,8,6,1.3,67,98,6.34
12-Jul-18,9,10,1.4,77,93,6.67
13-Jul-18,10,0,1.3,75,87,0.00
14-Jul-18,8,0,0.6,19,58,0.00
15-Jul-18,5,0,0.6,21,67,0.00
16-Jul-18,8,7,1.3,65,100,0.00
17-Jul-18,12,5,1.5,92,98,0.00
18-Jul-18,10,7,1.1,51,83,0.00
19-Jul-18,9,13,1.0,46,87,0.00
20-Jul-18,7,16,1.0,46,71,4.02
21-Jul-18,8,7,1.2,55,92,0.00
22-Jul-18,18,5,1.3,53,93,0.00
23-Jul-18,10,0,1.3,74,91,4.99
24-Jul-18,8,0,1.4,69,86,5.73
25-Jul-18,9,0,1.4,65,87,0.00
26-Jul-18,8,12,1.3,55,64,5.69
27-Jul-18,9,4,1.5,66,88,7.31
28-Jul-18,7,4,1.2,48,75,5.01
29-Jul-18,7,3,1.1,42,73,0.00
30-Jul-18,7,16,1.5,0,0,5.14
31-Jul-18,11,16,1.4,66,60,6.07
1-Aug-18,11,16,1.3,52,49,4.85
2-Aug-18,9,25,1.0,43,41,4.63
3-Aug-18,7,28,0.7,21,37,2.63
4-Aug-18,6,22,0.8,25,54,2.61
5-Aug-18,5,55,0.5,12,39,1.32
6-Aug-18,5,50,0.7,25,55,1.36
7-Aug-18,6,41,0.9,32,62,3.41
8-Aug-18,5,45,0.7,22,50,0.69
9-Aug-18,4,41,0.7,20,45,2.55
10-Aug-18,3,44,0.5,13,35,1.69
11-Aug-18,3,47,0.5,12,33,0.00
12-Aug-18,3,52,0.4,9,29,0.00
13-Aug-18,3,50,0.6,16,38,0.00
14-Aug-18,4,39,0.8,31,56,0.00
15-Aug-18,5,30,0.8,28,57,0.00
16-Aug-18,6,38,0.9,28,60,0.00
17-Aug-18,6,24,1.0,43,66,0.00
18-Aug-18,6,31,0.9,32,59,0.00
19-Aug-18,5,49,0.6,13,41,0.00
20-Aug-18,3,61,0.5,9,34,0.00
21-Aug-18,3,44,0.6,18,48,3.27
22-Aug-18,5,32,0.8,34,65,0.00
23-Aug-18,5,33,0.9,33,64,2.96
24-Aug-18,6,28,1.2,46,75,0.00
25-Aug-18,8,16,1.3,53,73,0.00
26-Aug-18,8,16,1.2,47,66,0.00
27-Aug-18,8,27,1.0,42,60,0.00
28-Aug-18,6,23,0.9,36,50,0.00
29-Aug-18,6,28,0.9,33,58,0.00
30-Aug-18,7,35,1.0,47,64,0.00
31-Aug-18,9,32,1.1,53,67,0.00
1-Sep-18,8,35,1.1,56,66,0.00
2-Sep-18,8,35,1.0,50,68,0.00
3-Sep-18,12,19,1.6,98,92,0.00
4-Sep-18,12,14,1.5,82,94,0.00
5-Sep-18,13,18,1.5,78,90,0.00
6-Sep-18,11,22,1.3,57,84,0.00
7-Sep-18,11,13,1.6,75,95,8.03
8-Sep-18,11,18,1.2,59,74,5.44
9-Sep-18,11,20,1.3,67,74,7.99
10-Sep-18,12,22,1.3,70,83,0.00
11-Sep-18,11,30,1.2,68,74,0.00
12-Sep-18,8,40,0.9,35,60,0.00
13-Sep-18,6,35,0.9,39,58,0.00
14-Sep-18,10,21,1.4,67,77,0.00
15-Sep-18,12,14,1.6,84,88,0.00
16-Sep-18,13,35,1.1,65,60,0.00
17-Sep-18,7,46,0.8,27,54,0.00
18-Sep-18,5,42,0.7,21,47,0.00
19-Sep-18,6,37,0.8,32,50,0.00
20-Sep-18,5,37,0.8,30,53,0.00
21-Sep-18,6,28,1.1,55,60,0.00
22-Sep-18,10,15,1.5,79,86,0.00
23-Sep-18,10,24,1.3,62,77,0.00
24-Sep-18,15,9,2.0,130,101,0.00
25-Sep-18,11,27,0.9,46,45,0.00
26-Sep-18,3,51,0.6,8,28,0.00
27-Sep-18,2,49,0.5,5,23,0.00
28-Sep-18,2,40,0.4,7,23,0.00
29-Sep-18,2,36,0.4,7,23,0.00
30-Sep-18,3,15,0.9,51,47,0.00
1-Oct-18,7,9,1.6,106,67,0.00
2-Oct-18,13,9,2.4,137,85,0.00
3-Oct-18,12,7,2.2,126,72,9.10
4-Oct-18,10,19,1.5,81,51,9.21
5-Oct-18,5,51,0.6,8,35,0.00
6-Oct-18,5,30,1.1,53,61,0.00
7-Oct-18,8,17,1.3,69,70,0.00
8-Oct-18,9,12,1.6,86,73,5.80
9-Oct-18,5,26,1.1,44,55,0.00
10-Oct-18,4,33,0.9,28,56,0.00
11-Oct-18,4,30,1.3,49,64,1.61
12-Oct-18,4,17,1.4,57,63,0.00
13-Oct-18,3,41,0.6,11,33,0.00
14-Oct-18,3,28,0.9,34,40,0.00
15-Oct-18,6,15,1.3,68,56,0.00
16-Oct-18,4,18,1.5,75,62,1.97
17-Oct-18,4,23,1.5,73,66,3.47
18-Oct-18,4,19,1.6,83,62,1.30
19-Oct-18,5,8,2.1,119,80,0.00
20-Oct-18,5,13,1.9,104,75,0.00
21-Oct-18,3,38,0.8,18,43,0.00
22-Oct-18,3,44,0.8,12,41,0.00
23-Oct-18,3,31,0.8,18,41,3.13
24-Oct-18,4,18,0.5,109,75,10.72
25-Oct-18,3,17,0.0,66,60,3.74
26-Oct-18,5,2,0.0,158,95,8.73
27-Oct-18,3,1,0.0,152,81,0.00
28-Oct-18,2,14,0.0,47,52,0.00
29-Oct-18,2,6,0.0,89,70,8.07
30-Oct-18,3,1,0.0,125,74,0.00
31-Oct-18,2,1,0.0,138,76,0.00
1-Nov-18,0,14,0.0,135,72,0.00
2-Nov-18,0,20,0.0,145,74,0.00
3-Nov-18,0,22,0.0,89,61,0.00
4-Nov-18,0,33,0.0,30,45,0.00
5-Nov-18,0,20,0.0,84,67,0.00
6-Nov-18,0,23,0.0,71,60,0.00
7-Nov-18,0,21,0.0,54,50,0.00
8-Nov-18,0,19,0.0,69,53,0.00
9-Nov-18,0,21,0.0,61,55,0.00
10-Nov-18,0,27,0.0,52,51,0.00
11-Nov-18,0,28,0.0,50,50,0.00
12-Nov-18,0,21,0.0,75,63,0.00
13-Nov-18,0,30,0.0,29,50,0.00
14-Nov-18,0,39,0.0,18,34,0.00
15-Nov-18,0,31,0.0,35,45,0.00
16-Nov-18,0,31,0.0,24,41,0.00
17-Nov-18,0,27,0.0,15,28,0.00
18-Nov-18,0,19,0.0,75,35,0.00
19-Nov-18,0,13,0.0,172,58,0.00
20-Nov-18,0,11,0.0,181,61,0.00
21-Nov-18,0,13,0.0,130,73,0.00
22-Nov-18,0,15,0.0,101,58,0.00
23-Nov-18,0,34,0.0,10,26,0.00
24-Nov-18,0,27,0.0,51,46,0.00
25-Nov-18,0,14,0.0,96,57,0.00
26-Nov-18,0,16,0.0,89,60,0.00
27-Nov-18,0,16,0.0,60,60,0.00
28-Nov-18,0,15,0.0,124,74,0.00
29-Nov-18,0,29,0.0,14,26,0.00
30-Nov-18,0,24,0.0,52,45,0.00
1-Dec-18,0,16,0.0,86,57,0.00
2-Dec-18,0,24,0.0,35,43,0.00
3-Dec-18,0,17,0.0,103,63,0.00
4-Dec-18,0,12,0.0,142,65,0.00
5-Dec-18,0,14,0.0,113,62,0.00
6-Dec-18,0,27,0.0,23,46,0.00
7-Dec-18,0,31,0.0,62,48,0.00
8-Dec-18,0,12,0.0,195,82,0.00
9-Dec-18,0,12,0.0,120,72,0.00
10-Dec-18,0,9,0.0,122,73,0.00
11-Dec-18,0,9,0.0,97,60,0.00
12-Dec-18,0,3,0.0,167,80,0.00
13-Dec-18,0,3,0.0,97,60,0.00
14-Dec-18,0,1,0.0,166,66,0.00
15-Dec-18,0,10,0.0,63,56,0.00
16-Dec-18,0,8,0.0,91,67,0.00
17-Dec-18,0,2,0.0,176,73,0.00
18-Dec-18,0,8,0.0,69,46,0.00
19-Dec-18,0,5,0.0,76,51,0.00
20-Dec-18,0,7,0.0,95,53,0.00
21-Dec-18,0,2,0.0,224,73,0.00
22-Dec-18,0,2,0.0,220,75,0.00
23-Dec-18,0,3,0.0,224,80,0.00
24-Dec-18,0,2,0.0,230,75,0.00
25-Dec-18,0,8,0.0,41,41,0.00
26-Dec-18,0,17,0.0,42,44,0.00
27-Dec-18,0,4,0.0,89,66,0.00
28-Dec-18,0,5,0.0,157,72,0.00
29-Dec-18,0,4,0.0,171,67,0.00
30-Dec-18,0,10,0.0,56,52,0.00
31-Dec-18,0,12,0.0,22,38,0.00
1-Jan-19,0,27,0.0,10,25,0.00
2-Jan-19,0,10,0.0,88,58,0.00
3-Jan-19,0,9,0.0,49,45,0.00
4-Jan-19,0,4,0.0,87,55,6.46
5-Jan-19,0,4,0.0,78,62,5.60
6-Jan-19,0,8,0.0,64,64,0.00
7-Jan-19,0,18,0.0,35,49,0.00
8-Jan-19,0,9,0.0,103,61,0.00
9-Jan-19,0,2,0.0,122,65,5.65
10-Jan-19,0,6,0.0,60,65,4.30
11-Jan-19,0,6,0.0,88,73,6.02
12-Jan-19,0,11,0.0,44,45,3.52
13-Jan-19,0,4,0.0,113,74,6.39
14-Jan-19,0,2,0.0,157,76,9.31
15-Jan-19,0,12,0.0,44,57,3.58
16-Jan-19,0,16,0.0,126,70,11.30
17-Jan-19,0,2,0.0,240,88,13.53
18-Jan-19,0,2,0.0,231,89,12.79
19-Jan-19,0,1,0.0,170,75,10.53
20-Jan-19,0,3,0.0,86,64,5.43
21-Jan-19,0,4,0.0,131,64,6.77
22-Jan-19,0,4,0.0,88,62,5.82
23-Jan-19,0,9,0.0,53,54,3.21
24-Jan-19,0,6,0.0,83,70,4.75
25-Jan-19,0,24,0.0,16,38,1.39
26-Jan-19,0,10,0.0,102,71,5.93
27-Jan-19,0,4,0.0,111,71,7.23
28-Jan-19,0,4,0.0,135,68,8.18
29-Jan-19,0,27,0.0,19,48,1.87
30-Jan-19,0,14,0.0,97,69,7.60
31-Jan-19,0,3,0.0,95,77,5.86
1-Feb-19,0,6,0.0,143,84,7.91
2-Feb-19,0,4,0.0,151,72,9.93
3-Feb-19,0,3,0.0,106,70,7.39
4-Feb-19,0,17,0.0,57,47,4.28
5-Feb-19,0,27,0.0,15,45,2.04
6-Feb-19,0,17,0.0,40,52,2.99
7-Feb-19,0,22,0.0,15,32,1.97
8-Feb-19,0,14,0.0,54,58,3.98
9-Feb-19,0,10,0.0,83,58,0.00
10-Feb-19,0,3,0.0,140,72,0.00
11-Feb-19,0,4,0.0,105,87,0.00
12-Feb-19,0,16,0.0,60,64,5.29
13-Feb-19,0,16,0.0,40,48,2.67
14-Feb-19,0,28,0.0,21,45,2.06
15-Feb-19,0,18,0.0,36,51,2.92
16-Feb-19,0,28,0.0,18,43,1.92
17-Feb-19,0,24,0.0,42,53,3.14
18-Feb-19,0,3,0.0,196,95,12.22
19-Feb-19,0,2,0.0,209,89,13.13
20-Feb-19,0,2,0.0,192,88,11.52
21-Feb-19,0,7,0.0,137,79,8.66
22-Feb-19,0,2,0.0,128,89,8.56
23-Feb-19,0,22,0.0,11,37,1.50
24-Feb-19,0,37,0.0,5,24,0.86
25-Feb-19,0,24,0.0,29,44,2.09
26-Feb-19,0,11,0.0,93,73,3.81
27-Feb-19,0,24,0.0,36,60,0.00
28-Feb-19,0,7,0.0,95,81,7.98
1-Mar-19,3,3,0.0,99,88,7.11
2-Mar-19,5,6,0.0,76,84,5.53
3-Mar-19,3,27,0.0,18,50,0.00
4-Mar-19,6,8,0.0,86,81,6.22
5-Mar-19,6,2,0.0,126,90,8.86
6-Mar-19,6,4,0.0,101,94,5.52
7-Mar-19,6,1,0.0,143,90,8.70
8-Mar-19,8,1,0.0,154,90,9.73
9-Mar-19,6,2,0.0,106,88,0.00
10-Mar-19,4,6,0.0,59,75,0.00
11-Mar-19,4,15,0.0,39,66,0.00
12-Mar-19,5,15,0.0,44,52,1.65
13-Mar-19,3,15,0.0,41,52,0.45
14-Mar-19,0,9,0.0,70,67,0.00
15-Mar-19,0,7,0.0,88,76,0.00
16-Mar-19,0,4,0.0,136,97,0.00
17-Mar-19,0,8,0.0,109,95,0.00
18-Mar-19,0,2,0.0,128,92,0.00
19-Mar-19,0,2,0.0,113,97,0.00
20-Mar-19,0,13,0.0,69,72,0.00
21-Mar-19,0,33,0.0,15,64,0.00
22-Mar-19,0,37,0.0,14,61,0.00
23-Mar-19,0,47,0.0,11,61,0.00
24-Mar-19,0,47,0.0,7,59,0.00
25-Mar-19,0,24,0.0,37,90,0.00
26-Mar-19,0,3,0.0,137,109,0.00
27-Mar-19,0,18,0.0,62,76,0.00
28-Mar-19,0,35,0.0,0,0,0.00
29-Mar-19,0,47,0.0,17,39,0.00
30-Mar-19,0,44,0.0,19,40,0.00
31-Mar-19,0,40,0.0,22,47,0.00
1-Apr-19,0,28,0.0,45,66,0.00
2-Apr-19,3,43,0.0,14,44,0.00
3-Apr-19,4,42,0.0,30,53,0.00
4-Apr-19,5,18,0.0,50,74,0.00
5-Apr-19,6,15,0.0,61,73,0.00
6-Apr-19,5,12,0.0,20,37,0.00
7-Apr-19,5,9,0.0,52,75,0.00
8-Apr-19,6,5,0.0,68,75,0.00
9-Apr-19,6,8,0.0,55,74,0.00
10-Apr-19,6,8,0.0,70,75,0.00
11-Apr-19,5,7,0.0,70,81,0.00
12-Apr-19,6,4,0.0,79,77,0.00
13-Apr-19,7,7,0.0,84,78,0.00
14-Apr-19,8,5,0.0,113,73,0.00
15-Apr-19,7,10,0.0,60,61,0.00
16-Apr-19,4,14,0.0,25,46,0.00
17-Apr-19,7,0,0.0,105,84,0.00
18-Apr-19,5,0,0.0,46,64,0.00
19-Apr-19,4,0,0.0,23,59,0.00
20-Apr-19,6,0,0.0,27,53,0.00
21-Apr-19,6,0,0.0,24,65,0.00
22-Apr-19,8,0,0.0,85,89,0.00
23-Apr-19,7,0,0.0,71,91,0.00
24-Apr-19,7,0,0.0,76,92,0.00
25-Apr-19,7,0,0.0,119,104,0.00
26-Apr-19,7,0,0.0,72,107,0.00
27-Apr-19,7,0,0.0,74,92,0.00
28-Apr-19,7,0,0.0,41,73,0.00
29-Apr-19,7,0,0.0,28,74,0.00
30-Apr-19,8,0,0.0,50,91,0.00
1-May-19,8,0,0.0,29,91,0.00
